CID,BDATE,GEN
NASAW00014056,1992-11-15,Male
NASAW00014057,1977-06-23,Male
NASAW00014058,1998-02-14,Male
NASAW00014059,1995-12-18,Male
NASAW00014060,1991-06-18,Male
NASAW00014061,1980-06-24,Female
NASAW00014062,1986-11-09,Female
NASAW00014063,2001-08-19,Female
NASAW00014064,1993-01-18,Female
NASAW00014065,1972-06-08,Male
NASAW00014066,1983-10-03,Female
NASAW00014067,1987-09-13,Male
NASAW00014068,2008-02-24,Male
NASAW00014069,1992-05-31,Female
NASAW00014070,1984-08-12,Male
NASAW00014071,2004-11-12,Male
NASAW00014072,1965-11-14,Male
NASAW00014073,1975-11-06,Male
NASAW00014074,1999-07-27,Female
NASAW00014075,2002-11-11,Male
NASAW00014076,1993-01-26,Male
NASAW00014077,1986-01-31,Male
NASAW00014078,2007-11-16,Male
NASAW00014079,1958-09-01,Female
NASAW00014080,1973-11-22,Female
NASAW00014081,1995-11-26,Female
NASAW00014082,2002-08-09,Male
NASAW00014083,1980-02-22,Male
NASAW00014084,1971-07-06,Male
NASAW00014085,1982-12-27,Male
NASAW00014086,1999-03-07,Male
NASAW00014087,2000-11-08,Male
NASAW00014088,1980-07-06,Female
NASAW00014089,1976-11-28,Female
NASAW00014090,1991-08-20,Female
NASAW00014091,1974-03-05,Male
NASAW00014092,1989-02-17,Male
NASAW00014093,1976-08-05,Female
NASAW00014094,1996-07-30,Female
NASAW00014095,1993-11-20,Female
NASAW00014096,1985-03-06,Male
NASAW00014097,1997-02-01,Male
NASAW00014098,1990-05-02,Female
NASAW00014099,1991-02-09,Male
NASAW00014100,2002-08-06,Female
NASAW00014101,1957-03-01,Male
NASAW00014102,2003-02-08,Female
NASAW00014103,1994-10-12,Female
NASAW00014104,2002-06-30,Female
NASAW00014105,1997-01-06,Male
NASAW00014106,2004-11-30,Female
NASAW00014107,1982-02-11,Female
NASAW00014108,1999-06-27,Male
NASAW00014109,1993-09-28,Male
NASAW00014110,2000-05-21,Male
NASAW00014111,1992-08-08,Male
NASAW00014112,1986-01-01,Male
NASAW00014113,1989-12-13,Female
NASAW00014114,2006-07-28,Female
NASAW00014115,2007-10-03,Female
NASAW00014116,1987-08-07,Female
NASAW00014117,1988-01-10,Female
NASAW00014118,2007-11-23,Female
NASAW00014119,1955-09-21,Female
NASAW00014120,1997-01-27,Female
NASAW00014121,1984-08-20,Male
NASAW00014122,1962-01-11,Female
NASAW00014123,1990-12-27,Male
NASAW00014124,1986-12-02,Male
NASAW00014125,1969-06-21,Male
NASAW00014126,1988-10-12,Male
NASAW00014127,1982-11-22,Female
NASAW00014128,1965-08-07,Male
NASAW00014129,1994-12-04,Female
NASAW00014130,1998-12-18,Female
NASAW00014131,1985-10-28,Male
NASAW00014132,2008-01-16,Male
NASAW00014133,2001-04-13,Male
NASAW00014134,1984-10-12,Female
NASAW00014135,1974-01-15,Male
NASAW00014136,1994-04-14,Male
NASAW00014137,1991-04-10,Female
NASAW00014138,1999-03-17,Male
NASAW00014139,1973-06-03,Female
NASAW00014140,1953-08-11,Female
NASAW00014141,1990-11-22,Female
NASAW00014142,1983-10-27,Male
NASAW00014143,1998-10-17,Female
NASAW00014144,1984-06-23,Male
NASAW00014145,1983-10-01,Male
NASAW00014146,1986-11-04,Female
NASAW00014147,2002-11-09,Male
NASAW00014148,1982-09-03,Male
NASAW00014149,1999-12-23,Male
NASAW00014150,1988-08-26,Male
NASAW00014151,1984-01-19,Female
NASAW00014152,1999-04-07,Male
NASAW00014153,1952-05-14,Male
NASAW00014154,2000-03-09,Male
NASAW00014155,1996-05-16,Female
NASAW00014156,2007-04-12,Male
NASAW00014157,1976-12-17,Male
NASAW00014158,2006-01-06,Male
NASAW00014159,1994-09-26,Male
NASAW00014160,1993-03-10,Female
NASAW00014161,1983-10-25,Female
NASAW00014162,1991-04-22,Male
NASAW00014163,2004-11-19,Female
NASAW00014164,1993-05-17,Female
NASAW00014165,1998-10-18,Female
NASAW00014166,2000-11-29,Female
NASAW00014167,1972-04-30,Female
NASAW00014168,1977-10-06,Male
NASAW00014169,1979-10-27,Female
NASAW00014170,1981-03-08,Female
NASAW00014171,2005-02-22,Female
NASAW00014172,1998-05-18,Female
NASAW00014173,1988-01-28,Female
NASAW00014174,1997-10-21,Male
NASAW00014175,1986-03-29,Female
NASAW00014176,1982-09-03,Female
NASAW00014177,1974-12-25,Male
NASAW00014178,1980-08-22,Female
NASAW00014179,1979-05-10,Female
NASAW00014180,1992-12-29,Male
NASAW00014181,1990-10-06,Female
NASAW00014182,1973-02-16,Male
NASAW00014183,1991-09-07,Female
NASAW00014184,1989-08-19,Male
NASAW00014185,1991-02-09,Male
NASAW00014186,1994-07-28,Female
NASAW00014187,1987-12-31,Male
NASAW00014188,1989-10-22,Female
NASAW00014189,1967-10-18,Female
NASAW00014190,1983-03-08,Female
NASAW00014191,1990-10-31,Male
NASAW00014192,1977-09-08,Male
NASAW00014193,1980-05-20,Female
NASAW00014194,1987-10-29,Female
NASAW00014195,2007-12-19,Male
NASAW00014196,1980-07-24,Female
NASAW00014197,1988-12-05,Male
NASAW00014198,2005-08-21,Female
NASAW00014199,1987-04-19,Male
NASAW00014200,1982-04-02,Female
NASAW00014201,1989-03-03,Female
NASAW00014202,1988-06-12,Male
NASAW00014203,1996-12-15,Male
NASAW00014204,1983-01-08,Female
NASAW00014205,2001-03-12,Male
NASAW00014206,2005-04-21,Male
NASAW00014207,1978-01-28,Male
NASAW00014208,1993-09-15,Male
NASAW00014209,2000-11-23,Male
NASAW00014210,1971-02-24,Female
NASAW00014211,1992-10-01,Female
NASAW00014212,1993-08-21,Male
NASAW00014213,1968-12-18,Female
NASAW00014214,2005-12-15,Female
NASAW00014215,1981-11-30,Female
NASAW00014216,1992-07-28,Male
NASAW00014217,2002-11-29,Male
NASAW00014218,1986-03-21,Male
NASAW00014219,1988-03-18,Female
NASAW00014220,1965-05-16,Female
NASAW00014221,1980-06-20,Male
NASAW00014222,1971-02-14,Female
NASAW00014223,1999-02-09,Male
NASAW00014224,1982-12-22,Female
NASAW00014225,1989-07-25,Female
NASAW00014226,1976-08-16,Female
NASAW00014227,1958-12-04,Female
NASAW00014228,1993-02-24,Male
NASAW00014229,1965-05-02,Male
NASAW00014230,1989-10-26,Male
NASAW00014231,1993-08-23,Female
NASAW00014232,1985-07-25,Male
NASAW00014233,2000-06-29,Male
NASAW00014234,1972-04-12,Female
NASAW00014235,1997-07-10,Male
NASAW00014236,1985-03-21,Female
NASAW00014237,1989-09-04,Female
NASAW00014238,1990-07-07,Male
NASAW00014239,2000-06-12,Female
NASAW00014240,1979-05-15,Female
NASAW00014241,1991-09-08,Female
NASAW00014242,1966-12-02,Male
NASAW00014243,1995-08-29,Female
NASAW00014244,1993-10-19,Female
NASAW00014245,2007-11-20,Female
NASAW00014246,1990-04-15,Male
NASAW00014247,1988-10-31,Male
NASAW00014248,1992-05-21,Female
NASAW00014249,1979-01-09,Male
NASAW00014250,1976-07-09,Male
NASAW00014251,1987-02-04,Male
NASAW00014252,1988-07-13,Female
NASAW00014253,1996-08-19,Male
NASAW00014254,1998-02-17,Female
NASAW00014255,2000-07-23,Male
NASAW00014256,1981-06-13,Female
NASAW00014257,1992-07-17,Male
NASAW00014258,1988-12-02,Female
NASAW00014259,1973-09-12,Male
NASAW00014260,1957-08-26,Male
NASAW00014261,1986-12-26,Female
NASAW00014262,1995-02-24,Male
NASAW00014263,1997-12-25,Female
NASAW00014264,1987-08-09,Male
NASAW00014265,1985-11-17,Male
NASAW00014266,1995-05-15,Male
NASAW00014267,2001-08-17,Female
NASAW00014268,2001-03-15,Female
NASAW00014269,2007-05-07,Male
NASAW00014270,1977-03-07,Male
NASAW00014271,2003-03-14,Male
NASAW00014272,1984-04-17,Female
NASAW00014273,1982-05-05,Male
NASAW00014274,1990-12-11,Male
NASAW00014275,1971-11-21,Male
NASAW00014276,2008-02-25,Female
NASAW00014277,1988-10-10,Male
NASAW00014278,1989-06-13,Female
NASAW00014279,1996-01-07,Female
NASAW00014280,1996-09-27,Male
NASAW00014281,1984-04-04,Male
NASAW00014282,2004-09-19,Female
NASAW00014283,2006-07-16,Male
NASAW00014284,1981-04-21,Male
NASAW00014285,1978-06-02,Female
NASAW00014286,1962-10-13,Female
NASAW00014287,1996-07-15,Male
NASAW00014288,1997-09-11,Female
NASAW00014289,1989-08-27,Female
NASAW00014290,1993-02-11,Male
NASAW00014291,1957-05-30,Male
NASAW00014292,1993-04-02,Female
NASAW00014293,1996-03-15,Male
NASAW00014294,1983-02-04,Male
NASAW00014295,1997-07-06,Female
NASAW00014296,1985-05-07,Male
NASAW00014297,1989-02-13,Female
NASAW00014298,1966-03-21,Female
NASAW00014299,1996-08-10,Male
NASAW00014300,1972-02-13,Male
NASAW00014301,1984-10-07,Male
NASAW00014302,1998-12-16,Female
NASAW00014303,1974-08-17,Female
NASAW00014304,1989-01-19,Female
NASAW00014305,1990-11-26,Male
NASAW00014306,1989-01-10,Male
NASAW00014307,1963-06-02,Male
NASAW00014308,2007-06-06,Female
NASAW00014309,1982-09-04,Male
NASAW00014310,1993-05-14,Male
NASAW00014311,2000-10-08,Male
NASAW00014312,1985-08-22,Female
NASAW00014313,1973-05-27,Male
NASAW00014314,1982-09-16,Female
NASAW00014315,1965-04-29,Male
NASAW00014316,2000-10-26,Male
NASAW00014317,2008-02-16,Male
NASAW00014318,1998-03-05,Male
NASAW00014319,1970-09-23,Female
NASAW00014320,1988-08-24,Female
NASAW00014321,1987-02-13,Male
NASAW00014322,1974-04-01,Female
NASAW00014323,1974-12-05,Male
NASAW00014324,1978-08-09,Female
NASAW00014325,1963-12-09,Female
NASAW00014326,2000-11-10,Male
NASAW00014327,1987-12-14,Male
NASAW00014328,2001-05-16,Female
NASAW00014329,1992-11-08,Female
NASAW00014330,2007-07-17,Male
NASAW00014331,1993-04-13,Male
NASAW00014332,1993-01-12,Female
NASAW00014333,1982-08-07,Male
NASAW00014334,2004-08-28,Male
NASAW00014335,1996-01-30,Female
NASAW00014336,1984-02-19,Male
NASAW00014337,1993-07-09,Female
NASAW00014338,2001-08-28,Female
NASAW00014339,1956-11-10,Female
NASAW00014340,1991-06-20,Female
NASAW00014341,1951-01-29,Male
NASAW00014342,1986-06-28,Female
NASAW00014343,2003-02-03,Male
NASAW00014344,1994-09-03,Male
NASAW00014345,1994-03-23,Female
NASAW00014346,1999-05-10,Female
NASAW00014347,1987-12-12,Female
NASAW00014348,1979-07-29,Male
NASAW00014349,1989-10-31,Female
NASAW00014350,2004-09-30,Female
NASAW00014351,1979-10-06,Female
NASAW00014352,2001-05-09,Female
NASAW00014353,1994-11-09,Female
NASAW00014354,2002-10-04,Male
NASAW00014355,2006-07-18,Male
NASAW00014356,1994-07-21,Female
NASAW00014357,1990-11-12,Male
NASAW00014358,1993-03-06,Female
NASAW00014359,1990-02-18,Male
NASAW00014360,1982-03-01,Female
NASAW00014361,1994-06-19,Male
NASAW00014362,1996-06-22,Male
NASAW00014363,1985-11-28,Female
NASAW00014364,1998-07-18,Male
NASAW00014365,1987-04-04,Male
NASAW00014366,1994-01-22,Female
NASAW00014367,1993-01-13,Female
NASAW00014368,1994-05-29,Male
NASAW00014369,1982-05-15,Male
NASAW00014370,1982-10-05,Female
NASAW00014371,2002-07-11,Male
NASAW00014372,1983-06-17,Female
NASAW00014373,1993-01-14,Male
NASAW00014374,1982-01-08,Male
NASAW00014375,1984-02-13,Female
NASAW00014376,1976-08-07,Female
NASAW00014377,1978-03-25,Female
NASAW00014378,1992-01-09,Male
NASAW00014379,1994-09-28,Male
NASAW00014380,1996-11-09,Female
NASAW00014381,1995-05-30,Female
NASAW00014382,2004-03-21,Male
NASAW00014383,1976-05-08,Male
NASAW00014384,1986-08-27,Female
NASAW00014385,1991-03-27,Female
NASAW00014386,1984-09-25,Female
NASAW00014387,2005-07-20,Female
NASAW00014388,2001-08-25,Female
NASAW00014389,1988-01-11,Male
NASAW00014390,2008-02-14,Male
NASAW00014391,1993-10-22,Male
NASAW00014392,1994-03-10,Male
NASAW00014393,1977-04-19,Male
NASAW00014394,1965-08-20,Male
NASAW00014395,1975-01-14,Male
NASAW00014396,1991-09-20,Female
NASAW00014397,1977-03-30,Female
NASAW00014398,1998-07-09,Male
NASAW00014399,1981-11-04,Male
NASAW00014400,1993-11-19,Male
NASAW00014401,1985-06-23,Male
NASAW00014402,1992-05-30,Female
NASAW00014403,1984-09-19,Female
NASAW00014404,1972-10-28,Female
NASAW00014405,1988-05-25,Male
NASAW00014406,1985-12-23,Female
NASAW00014407,2008-02-19,Male
NASAW00014408,1977-10-23,Female
NASAW00014409,1978-06-01,Male
NASAW00014410,1985-04-15,Female
NASAW00014411,2001-02-14,Female
NASAW00014412,1982-05-16,Female
NASAW00014413,1988-11-22,Female
NASAW00014414,1962-05-19,Female
NASAW00014415,1974-01-10,Male
NASAW00014416,1974-12-22,Female
NASAW00014417,2000-07-08,Male
NASAW00014418,1999-05-26,Female
NASAW00014419,1984-08-15,Female
NASAW00014420,1963-12-08,Female
NASAW00014421,1986-08-02,Female
NASAW00014422,2007-09-05,Female
NASAW00014423,1977-06-13,Female
NASAW00014424,1992-07-08,Female
NASAW00014425,1995-01-11,Male
NASAW00014426,1981-11-05,Female
NASAW00014427,1998-05-17,Male
NASAW00014428,1987-01-02,Female
NASAW00014429,1992-07-19,Female
NASAW00014430,1986-04-29,Female
NASAW00014431,2000-08-08,Female
NASAW00014432,1978-06-06,Male
NASAW00014433,1981-05-13,Female
NASAW00014434,1995-11-19,Female
NASAW00014435,1995-06-17,Female
NASAW00014436,1990-05-15,Male
NASAW00014437,1969-02-27,Male
NASAW00014438,1976-08-12,Female
NASAW00014439,2000-06-07,Male
NASAW00014440,1989-03-21,Male
NASAW00014441,2002-02-26,Male
NASAW00014442,1976-08-25,Female
NASAW00014443,1992-12-03,Male
NASAW00014444,1994-08-25,Male
NASAW00014445,1970-10-15,Male
NASAW00014446,1978-10-09,Male
NASAW00014447,1988-08-19,Female
NASAW00014448,1987-07-12,Female
NASAW00014449,1989-08-28,Male
NASAW00014450,1990-07-10,Male
NASAW00014451,1985-05-30,Male
NASAW00014452,1991-05-02,Male
NASAW00014453,1972-11-18,Male
NASAW00014454,1988-12-13,Female
NASAW00014455,1982-02-02,Female
NASAW00014456,2001-12-10,Male
NASAW00014457,1985-05-17,Male
NASAW00014458,1983-06-13,Male
NASAW00014459,2007-07-17,Male
NASAW00014460,1982-06-23,Male
NASAW00014461,1982-02-09,Female
NASAW00014462,1968-11-14,Female
NASAW00014463,1986-03-04,Female
NASAW00014464,1992-12-01,Female
NASAW00014465,2002-08-01,Male
NASAW00014466,2000-05-25,Male
NASAW00014467,2007-02-15,Male
NASAW00014468,1985-07-21,Female
NASAW00014469,1977-05-09,Female
NASAW00014470,1974-12-29,Male
NASAW00014471,1998-12-26,Male
NASAW00014472,2002-01-06,Female
NASAW00014473,1984-11-18,Male
NASAW00014474,1991-12-28,Female
NASAW00014475,1993-12-18,Female
NASAW00014476,1978-01-09,Male
NASAW00014477,1998-02-13,Female
NASAW00014478,1993-11-25,Female
NASAW00014479,1989-06-13,Female
NASAW00014480,1992-03-05,Male
NASAW00014481,1980-11-04,Female
NASAW00014482,1986-07-13,Male
NASAW00014483,1990-03-21,Female
NASAW00014484,1976-06-24,Female
NASAW00014485,2007-09-24,Female
NASAW00014486,1994-12-23,Male
NASAW00014487,1979-03-03,Male
NASAW00014488,1989-06-10,Male
NASAW00014489,1992-08-13,Male
NASAW00014490,1970-10-06,Male
NASAW00014491,1989-11-13,Male
NASAW00014492,1981-06-13,Male
NASAW00014493,1982-05-23,Female
NASAW00014494,1998-01-18,Male
NASAW00014495,2000-06-20,Male
NASAW00014496,1971-04-12,Female
NASAW00014497,1970-04-20,Female
NASAW00014498,2007-04-05,Female
NASAW00014499,2003-04-30,Male
NASAW00014500,1995-08-10,Female
NASAW00014501,1982-04-20,Male
NASAW00014502,1964-05-15,Female
NASAW00014503,1963-05-26,Female
NASAW00014504,1981-07-13,Female
NASAW00014505,1972-10-06,Male
NASAW00014506,2003-02-24,Female
NASAW00014507,2005-09-09,Male
NASAW00014508,1996-01-08,Female
NASAW00014509,2007-04-10,Female
NASAW00014510,1978-01-12,Male
NASAW00014511,1984-07-07,Female
NASAW00014512,1995-01-02,Male
NASAW00014513,1987-08-24,Female
NASAW00014514,1991-11-28,Female
NASAW00014515,1981-03-08,Female
NASAW00014516,2002-10-30,Male
NASAW00014517,1990-03-21,Female
NASAW00014518,1984-01-02,Female
NASAW00014519,1982-11-01,Female
NASAW00014520,1995-05-17,Female
NASAW00014521,2007-09-23,Male
NASAW00014522,1968-05-07,Male
NASAW00014523,2001-05-31,Female
NASAW00014524,1996-05-14,Female
NASAW00014525,1971-09-17,Female
NASAW00014526,1978-06-19,Female
NASAW00014527,1995-09-22,Male
NASAW00014528,1967-03-10,Male
NASAW00014529,2002-05-17,Female
NASAW00014530,1980-10-30,Male
NASAW00014531,1990-02-10,Female
NASAW00014532,1995-03-16,Female
NASAW00014533,1988-08-10,Male
NASAW00014534,1985-12-05,Female
NASAW00014535,1992-10-19,Male
NASAW00014536,1979-08-14,Female
NASAW00014537,1990-09-26,Male
NASAW00014538,1987-02-01,Female
NASAW00014539,1986-07-05,Female
NASAW00014540,2003-02-21,Male
NASAW00014541,1992-01-08,Male
NASAW00014542,1979-03-22,Male
NASAW00014543,1988-11-21,Female
NASAW00014544,1998-01-19,Male
NASAW00014545,1992-09-19,Female
NASAW00014546,2001-07-27,Female
NASAW00014547,1983-03-19,Male
NASAW00014548,1991-10-23,Female
NASAW00014549,1993-01-16,Male
NASAW00014550,1986-11-14,Female
NASAW00014551,1989-06-01,Female
NASAW00014552,1993-05-12,Female
NASAW00014553,1981-07-22,Female
NASAW00014554,1999-05-10,Male
NASAW00014555,1980-02-13,Female
NASAW00014556,1995-12-03,Male
NASAW00014557,1976-08-12,Male
NASAW00014558,1981-01-30,Female
NASAW00014559,1994-07-27,Female
NASAW00014560,2008-01-31,Male
NASAW00014561,1986-11-05,Male
NASAW00014562,1981-09-17,Male
NASAW00014563,1969-03-21,Male
NASAW00014564,1989-06-26,Female
NASAW00014565,1994-11-14,Female
NASAW00014566,2001-02-17,Female
NASAW00014567,1990-09-16,Male
NASAW00014568,1993-05-05,Female
NASAW00014569,2001-03-03,Male
NASAW00014570,1985-12-16,Female
NASAW00014571,1970-10-28,Female
NASAW00014572,1994-08-23,Female
NASAW00014573,1992-08-10,Female
NASAW00014574,2001-07-04,Female
NASAW00014575,1966-10-17,Female
NASAW00014576,2000-06-14,Female
NASAW00014577,1993-10-13,Female
NASAW00014578,1984-07-24,Male
NASAW00014579,1996-10-05,Male
NASAW00014580,1992-03-19,Male
NASAW00014581,1963-06-26,Male
NASAW00014582,1993-01-28,Male
NASAW00014583,1967-01-02,Female
NASAW00014584,1964-10-29,Female
NASAW00014585,1998-05-11,Female
NASAW00014586,1990-01-27,Female
NASAW00014587,1984-11-23,Female
NASAW00014588,1978-02-15,Male
NASAW00014589,1974-04-25,Female
NASAW00014590,1995-10-07,Female
NASAW00014591,1987-07-12,Male
NASAW00014592,1982-05-06,Female
NASAW00014593,1969-10-06,Male
NASAW00014594,1981-09-23,Female
NASAW00014595,1955-07-31,Female
NASAW00014596,1987-04-24,Female
NASAW00014597,1984-12-24,Male
NASAW00014598,1997-01-24,Female
NASAW00014599,1983-08-20,Male
NASAW00014600,2002-03-20,Female
NASAW00014601,1990-08-27,Male
NASAW00014602,1990-08-31,Female
NASAW00014603,1993-08-31,Female
NASAW00014604,1994-01-02,Male
NASAW00014605,1973-09-02,Female
NASAW00014606,1979-04-16,Female
NASAW00014607,1970-10-26,Male
NASAW00014608,1986-10-18,Male
NASAW00014609,2006-12-02,Female
NASAW00014610,1985-03-31,Female
NASAW00014611,1982-07-20,Female
NASAW00014612,2003-09-27,Male
NASAW00014613,1991-10-16,Male
NASAW00014614,1984-05-04,Male
NASAW00014615,1985-01-07,Female
NASAW00014616,1986-03-21,Female
NASAW00014617,1991-05-08,Male
NASAW00014618,2002-12-31,Female
NASAW00014619,1959-03-20,Male
NASAW00014620,1997-02-20,Female
NASAW00014621,1992-07-20,Female
NASAW00014622,1995-12-19,Male
NASAW00014623,1996-01-09,Male
NASAW00014624,1989-06-15,Female
NASAW00014625,1985-06-30,Male
NASAW00014626,2003-08-20,Male
NASAW00014627,1972-09-13,Male
NASAW00014628,1993-08-14,Male
NASAW00014629,1988-01-01,Male
NASAW00014630,1991-01-29,Male
NASAW00014631,2007-10-10,Male
NASAW00014632,1958-12-21,Male
NASAW00014633,1953-11-02,Male
NASAW00014634,1994-04-04,Female
NASAW00014635,1977-03-10,Male
NASAW00014636,1976-09-25,Female
NASAW00014637,1991-11-06,Male
NASAW00014638,1969-04-28,Male
NASAW00014639,1991-01-25,Male
NASAW00014640,1970-10-16,Female
NASAW00014641,1962-02-16,Male
NASAW00014642,1989-09-30,Male
NASAW00014643,1993-08-05,Male
NASAW00014644,2003-01-27,Female
NASAW00014645,1981-08-12,Male
NASAW00014646,1998-08-01,Male
NASAW00014647,2008-02-01,Male
NASAW00014648,1984-08-06,Male
NASAW00014649,1996-01-04,Female
NASAW00014650,1992-09-06,Male
NASAW00014651,1986-02-15,Female
NASAW00014652,1994-03-11,Male
NASAW00014653,1984-12-13,Male
NASAW00014654,1997-03-03,Male
NASAW00014655,1982-12-25,Female
NASAW00014656,1963-08-26,Male
NASAW00014657,1986-09-25,Male
NASAW00014658,1979-08-24,Female
NASAW00014659,1983-10-29,Male
NASAW00014660,1976-07-13,Female
NASAW00014661,1987-06-01,Female
NASAW00014662,1995-11-30,Male
NASAW00014663,1999-11-15,Male
NASAW00014664,1991-09-03,Female
NASAW00014665,1974-07-08,Male
NASAW00014666,1988-05-10,Male
NASAW00014667,1997-09-19,Female
NASAW00014668,1984-10-21,Male
NASAW00014669,1994-01-11,Female
NASAW00014670,1992-02-05,Female
NASAW00014671,1968-08-14,Female
NASAW00014672,2003-12-25,Male
NASAW00014673,1974-06-09,Male
NASAW00014674,1994-06-10,Female
NASAW00014675,1989-05-10,Female
NASAW00014676,1967-10-02,Male
NASAW00014677,2000-12-12,Male
NASAW00014678,1983-01-11,Female
NASAW00014679,1998-03-24,Female
NASAW00014680,1991-05-22,Male
NASAW00014681,2001-09-22,Female
NASAW00014682,1995-03-08,Female
NASAW00014683,1973-06-26,Female
NASAW00014684,1994-11-12,Male
NASAW00014685,1998-03-01,Male
